Unique_ID,Taxa,Ecosystem,x_gm,y_gm,Reference,Group,Lat,Lon,Year,Plot_name,Notes
2300,Marine sediment bacteria,,2.6950765,810.761579,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2301,Marine sediment bacteria,,3.0225727,674.021994,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2302,Marine sediment bacteria,,2.8874594,589.184095,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2303,Marine sediment bacteria,,3.3514827,506.584814,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2304,Marine sediment bacteria,,3.7151673,569.9178985,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2305,Marine sediment bacteria,,4.0257224,498.275078,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2306,Marine sediment bacteria,,4.6192873,450.568483,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2307,Marine sediment bacteria,,5.0052476,414.3004405,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2308,Marine sediment bacteria,,5.743302,368.3899886,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2309,Marine sediment bacteria,,6.741536,443.3035595,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2310,Marine sediment bacteria,,5.676913,474.0119585,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2311,Marine sediment bacteria,,6.512895,542.3384985,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2312,Marine sediment bacteria,,5.8079505,542.247796,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2313,Marine sediment bacteria,,5.807752,570.289724,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2314,Marine sediment bacteria,,5.8074206,620.285745,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2315,Marine sediment bacteria,,6.511708,709.673223,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2316,Marine sediment bacteria,,5.675166,746.223666,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2317,Marine sediment bacteria,,4.5129073,797.8490835,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2318,Marine sediment bacteria,,3.4674788,838.786498,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2319,Marine sediment bacteria,,3.1999883,959.388703,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2320,Marine sediment bacteria,,3.6714277,1009.20529,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2321,Marine sediment bacteria,,3.7558305,1320.632561,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2322,Marine sediment bacteria,,3.8416484,2114.343165,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2323,Marine sediment bacteria,,4.4079724,1977.26851,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2324,Marine sediment bacteria,,3.424273,4140.691035,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2325,Marine sediment bacteria,,3.6651137,12769.27023,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2326,Marine sediment bacteria,,4.6625063,10617.61202,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2327,Marine sediment bacteria,,5.732968,5243.11185,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2328,Marine sediment bacteria,,5.737609,1589.79984,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2329,Marine sediment bacteria,,5.0595117,1116.807546,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2330,Marine sediment bacteria,,6.66004,1256.745626,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2331,Marine sediment bacteria,,6.737695,1027.220486,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2332,Marine sediment bacteria,,6.362834,976.628967,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2333,Marine sediment bacteria,,8.280538,1044.945506,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2334,Marine sediment bacteria,,8.568986,1257.208117,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2335,Marine sediment bacteria,,9.3909734,1344.81414,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2336,Marine sediment bacteria,,10.52997,1512.967705,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2337,Marine sediment bacteria,,11.280346,1300.708525,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2338,Marine sediment bacteria,,10.176207,1136.895686,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2339,Marine sediment bacteria,,10.900255,1137.009858,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2340,Marine sediment bacteria,,11.810746,1081.228076,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2341,Marine sediment bacteria,,13.546599,1790.531298,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2342,Marine sediment bacteria,,13.240361,1674.057681,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2343,Marine sediment bacteria,,14.34861,1258.154635,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2344,Marine sediment bacteria,,14.853007,961.541035,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2345,Marine sediment bacteria,,13.399171,840.4434155,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2346,Marine sediment bacteria,,13.710957,734.732079,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2347,Marine sediment bacteria,,7.644804,663.6866905,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2348,Marine sediment bacteria,,8.2830864,663.764399,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2349,Marine sediment bacteria,,10.299085,507.415773,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2350,Marine sediment bacteria,,14.523526,474.662425,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2351,Marine sediment bacteria,,17.050753,443.9044955,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2352,Marine sediment bacteria,,13.561276,362.704807,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2353,Marine sediment bacteria,,12.955658,296.4375788,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2354,Marine sediment bacteria,,11.555467,226.5023122,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2355,Marine sediment bacteria,,11.03741,242.237068,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2356,Marine sediment bacteria,,8.878912,226.415205,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2357,Marine sediment bacteria,,12.961566,151.3433445,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2358,Marine sediment bacteria,,10.191065,132.256436,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2359,Marine sediment bacteria,,10.310127,104.5284664,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2360,Marine sediment bacteria,,8.105625,104.4917547,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2361,Marine sediment bacteria,,8.1072885,77.21391405,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2362,Marine sediment bacteria,,9.847566,117.5710078,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2363,Marine sediment bacteria,,11.046851,68.67472445,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2364,Marine sediment bacteria,,8.7926996,18.5059015,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2365,Marine sediment bacteria,,12.539254,24.22832405,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2366,Marine sediment bacteria,,19.816593,56.17929985,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2367,Marine sediment bacteria,,17.856547,263.658553,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2368,Marine sediment bacteria,,17.055612,291.6139395,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2369,Marine sediment bacteria,,18.259144,653.455193,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2370,Marine sediment bacteria,,18.25186,1176.76438,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2371,Marine sediment bacteria,,19.771467,1619.668447,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2372,Marine sediment bacteria,,25.440242,1464.84074,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2373,Marine sediment bacteria,,22.425926,1703.741635,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2374,Marine sediment bacteria,,18.455416,2014.989435,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2375,Marine sediment bacteria,,17.626213,2506.882415,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2376,Marine sediment bacteria,,21.65769,3509.53559,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2377,Marine sediment bacteria,,23.192048,5342.86854,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2378,Marine sediment bacteria,,24.837375,7110.58398,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2379,Marine sediment bacteria,,17.209301,11377.63035,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2380,Marine sediment bacteria,,28.479338,18228.47595,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2381,Marine sediment bacteria,,31.9466,11198.11094,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2382,Marine sediment bacteria,,28.4907,10122.24059,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2383,Marine sediment bacteria,,33.836033,8558.4105,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2384,Marine sediment bacteria,,35.021482,7737.83429,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2385,Marine sediment bacteria,,30.174708,8136.22084,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2386,Marine sediment bacteria,,28.174212,6649.487145,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2387,Marine sediment bacteria,,37.52356,5169.88628,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2388,Marine sediment bacteria,,33.474662,2968.47346,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2389,Marine sediment bacteria,,33.489165,1567.334601,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2390,Marine sediment bacteria,,26.338747,884.7788705,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2391,Marine sediment bacteria,,29.540684,687.731029,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2392,Marine sediment bacteria,,34.689732,444.3649978,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2393,Marine sediment bacteria,,43.621774,444.513644,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2394,Marine sediment bacteria,,58.07606,591.771288,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2395,Marine sediment bacteria,,34.278975,870.3672105,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2396,Marine sediment bacteria,,42.11832,1260.13403,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2397,Marine sediment bacteria,,40.684767,1854.717059,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2398,Marine sediment bacteria,,41.15023,2086.314085,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2399,Marine sediment bacteria,,49.98679,2872.029364,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2400,Marine sediment bacteria,,51.15402,2232.105305,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2401,Marine sediment bacteria,,51.75106,1794.038255,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2402,Marine sediment bacteria,,57.372036,1764.403065,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2403,Marine sediment bacteria,,57.364845,2122.704476,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
2404,Marine sediment bacteria,,67.34378,2123.201496,Sander & Kalff 1993,,,,,Marine sediment bacterial production (g/m2/year) vs. bacterial community biomass (g/m2),Digitized from Fig. 1 A of Sander & Kalff 1993. Carbon mass was converted to fresh mass by multiplying by a factor of 10
